Gene stable ID	Transcript stable ID	Protein stable ID	Transcript type	Source (transcript)	Gene name
ENSMUSG00000038871	ENSMUST00000135743		retained_intron	havana	Bpgm
ENSMUSG00000038250	ENSMUST00000042724	ENSMUSP00000039943	protein_coding	ensembl_havana	Usp38
ENSMUSG00000022893	ENSMUST00000023610	ENSMUSP00000023610	protein_coding	ensembl_havana	Adamts1
ENSMUSG00000054309	ENSMUST00000067284	ENSMUSP00000068148	protein_coding	ensembl_havana	Cpsf3
ENSMUSG00000054309	ENSMUST00000220940		retained_intron	havana	Cpsf3
ENSMUSG00000031229	ENSMUST00000113573	ENSMUSP00000109203	protein_coding	ensembl_havana	Atrx
ENSMUSG00000031229	ENSMUST00000196998		retained_intron	havana	Atrx
ENSMUSG00000031229	ENSMUST00000150914	ENSMUSP00000122034	protein_coding	havana	Atrx
ENSMUSG00000026341	ENSMUST00000178474	ENSMUSP00000137503	protein_coding	ensembl_havana	Actr3
ENSMUSG00000020063	ENSMUST00000120239	ENSMUSP00000112595	protein_coding	havana	Sirt1
ENSMUSG00000020063	ENSMUST00000148516		retained_intron	havana	Sirt1
ENSMUSG00000059479	ENSMUST00000205281	ENSMUSP00000146127	protein_coding	havana	B3gnt8
ENSMUSG00000059479	ENSMUST00000206940	ENSMUSP00000145797	nonsense_mediated_decay	havana	B3gnt8
ENSMUSG00000005103	ENSMUST00000005234	ENSMUSP00000005234	protein_coding	ensembl_havana	Wdr1
ENSMUSG00000005103	ENSMUST00000201150		retained_intron	havana	Wdr1
ENSMUSG00000006423	ENSMUST00000047486	ENSMUSP00000040134	protein_coding	havana	C330007P06Rik
ENSMUSG00000006423	ENSMUST00000115248	ENSMUSP00000110903	protein_coding	ensembl	C330007P06Rik
ENSMUSG00000060376	ENSMUST00000071329	ENSMUSP00000071292	protein_coding	ensembl_havana	Bckdha
ENSMUSG00000051316	ENSMUST00000066272	ENSMUSP00000065645	protein_coding	ensembl_havana	Taf7
ENSMUSG00000054836	ENSMUST00000068071	ENSMUSP00000069017	protein_coding	havana	Elp6
ENSMUSG00000091867	ENSMUST00000206957		retained_intron	havana	Cyp2a22
ENSMUSG00000052675	ENSMUST00000120006	ENSMUSP00000113031	protein_coding	havana	Zfp112
ENSMUSG00000052675	ENSMUST00000206878		retained_intron	havana	Zfp112
ENSMUSG00000003617	ENSMUST00000091309	ENSMUSP00000088857	protein_coding	ensembl_havana	Cp
ENSMUSG00000003617	ENSMUST00000128615		retained_intron	havana	Cp
ENSMUSG00000003617	ENSMUST00000108329	ENSMUSP00000103965	protein_coding	ensembl	Cp
ENSMUSG00000031788	ENSMUST00000034240	ENSMUSP00000034240	protein_coding	ensembl_havana	Kifc3
ENSMUSG00000031788	ENSMUST00000169748	ENSMUSP00000126784	protein_coding	ensembl_havana	Kifc3
ENSMUSG00000021257	ENSMUST00000021682	ENSMUSP00000021682	protein_coding	ensembl_havana	Angel1
ENSMUSG00000030751	ENSMUST00000033008	ENSMUSP00000033008	protein_coding	ensembl_havana	Psma1
ENSMUSG00000030751	ENSMUST00000210966		retained_intron	havana	Psma1
ENSMUSG00000072946	ENSMUST00000123614	ENSMUSP00000115704	protein_coding	ensembl_havana	Ptgr2
ENSMUSG00000072946	ENSMUST00000138733		retained_intron	havana	Ptgr2
ENSMUSG00000072946	ENSMUST00000128158		retained_intron	havana	Ptgr2
ENSMUSG00000016308	ENSMUST00000016452	ENSMUSP00000016452	protein_coding	ensembl_havana	Ube2a
ENSMUSG00000031365	ENSMUST00000033731	ENSMUSP00000033731	protein_coding	ensembl_havana	Zfp275
ENSMUSG00000031365	ENSMUST00000139996		retained_intron	havana	Zfp275
ENSMUSG00000053286	ENSMUST00000065625	ENSMUSP00000068309	protein_coding	ensembl_havana	Trmt1l
ENSMUSG00000053286	ENSMUST00000188679		retained_intron	havana	Trmt1l
ENSMUSG00000053286	ENSMUST00000186244		retained_intron	havana	Trmt1l
ENSMUSG00000031165	ENSMUST00000033505	ENSMUSP00000033505	protein_coding	ensembl_havana	Was
ENSMUSG00000035781	ENSMUST00000045628	ENSMUSP00000044570	protein_coding	ensembl_havana	R3hdm4
ENSMUSG00000035781	ENSMUST00000219206		retained_intron	havana	R3hdm4
ENSMUSG00000015217	ENSMUST00000114582	ENSMUSP00000110229	protein_coding	ensembl_havana	Hmgb3
ENSMUSG00000015217	ENSMUST00000132145		retained_intron	havana	Hmgb3
ENSMUSG00000103567	ENSMUST00000193414	ENSMUSP00000141893	protein_coding	havana	Pcdhga5
ENSMUSG00000052914	ENSMUST00000030303	ENSMUSP00000030303	protein_coding	ensembl_havana	Cyp2j6
ENSMUSG00000038542	ENSMUST00000164416	ENSMUSP00000133204	protein_coding	ensembl_havana	Pcid2
ENSMUSG00000037366	ENSMUST00000148863		processed_transcript	havana	Pafah2
ENSMUSG00000037366	ENSMUST00000105870	ENSMUSP00000101496	protein_coding	havana	Pafah2
ENSMUSG00000005580	ENSMUST00000120080	ENSMUSP00000113421	protein_coding	havana	Adcy9
ENSMUSG00000062352	ENSMUST00000076260	ENSMUSP00000075609	protein_coding	ensembl_havana	Itgb1bp1
ENSMUSG00000020471	ENSMUST00000102922	ENSMUSP00000099986	protein_coding	ensembl_havana	Pold2
ENSMUSG00000020471	ENSMUST00000136714		retained_intron	havana	Pold2
ENSMUSG00000000600	ENSMUST00000199845		retained_intron	havana	Krit1
ENSMUSG00000000600	ENSMUST00000199475		retained_intron	havana	Krit1
ENSMUSG00000000600	ENSMUST00000171023	ENSMUSP00000132375	protein_coding	ensembl_havana	Krit1
ENSMUSG00000000600	ENSMUST00000197742		retained_intron	havana	Krit1
ENSMUSG00000000600	ENSMUST00000197611		retained_intron	havana	Krit1
ENSMUSG00000000600	ENSMUST00000199234		retained_intron	havana	Krit1
ENSMUSG00000000600	ENSMUST00000200004		retained_intron	havana	Krit1
ENSMUSG00000068457	ENSMUST00000143286	ENSMUSP00000115113	protein_coding	havana	Uty
ENSMUSG00000068457	ENSMUST00000185837		retained_intron	havana	Uty
ENSMUSG00000068457	ENSMUST00000133976		retained_intron	havana	Uty
ENSMUSG00000068457	ENSMUST00000157073		processed_transcript	havana	Uty
ENSMUSG00000040118	ENSMUST00000167946	ENSMUSP00000131507	protein_coding	ensembl	Cacna2d1
ENSMUSG00000026833	ENSMUST00000028177	ENSMUSP00000028177	protein_coding	ensembl_havana	Olfm1
ENSMUSG00000020857	ENSMUST00000021217	ENSMUSP00000021217	protein_coding	ensembl_havana	Nme2
ENSMUSG00000026356	ENSMUST00000027602	ENSMUSP00000027602	protein_coding	ensembl_havana	Dars
ENSMUSG00000021822	ENSMUST00000022368	ENSMUSP00000022368	protein_coding	ensembl_havana	Plau
ENSMUSG00000052632	ENSMUST00000064595	ENSMUSP00000063217	protein_coding	ensembl_havana	Asap2
ENSMUSG00000026484	ENSMUST00000187048	ENSMUSP00000140896	protein_coding	havana	Rnf2
ENSMUSG00000101892	ENSMUST00000100655	ENSMUSP00000098220	protein_coding	ensembl_havana	9130401M01Rik
ENSMUSG00000101892	ENSMUST00000187062		processed_transcript	havana	9130401M01Rik
ENSMUSG00000022529	ENSMUST00000159425		retained_intron	havana	Zfp263
ENSMUSG00000058806	ENSMUST00000105454	ENSMUSP00000101094	protein_coding	ensembl_havana	Col13a1
ENSMUSG00000029122	ENSMUST00000031005	ENSMUSP00000031005	protein_coding	ensembl_havana	Evc
ENSMUSG00000044734	ENSMUST00000076352	ENSMUSP00000075690	protein_coding	ensembl_havana	Serpinb1a
ENSMUSG00000037601	ENSMUST00000135884	ENSMUSP00000117022	protein_coding	ensembl_havana	Nme1
ENSMUSG00000020319	ENSMUST00000020568	ENSMUSP00000020568	protein_coding	ensembl_havana	Wdpcp
ENSMUSG00000020473	ENSMUST00000138103		processed_transcript	havana	Aebp1
ENSMUSG00000022361	ENSMUST00000110168	ENSMUSP00000105797	protein_coding	ensembl	Zhx1
ENSMUSG00000044224	ENSMUST00000136591	ENSMUSP00000116865	protein_coding	ensembl_havana	Dnajc21
ENSMUSG00000020077	ENSMUST00000160987	ENSMUSP00000125622	protein_coding	havana	Srgn
ENSMUSG00000071266	ENSMUST00000141831		processed_transcript	havana	Zfp946
ENSMUSG00000071266	ENSMUST00000088763	ENSMUSP00000086141	protein_coding	havana	Zfp946
ENSMUSG00000042472	ENSMUST00000045931	ENSMUSP00000045550	protein_coding	ensembl_havana	Zfp410
ENSMUSG00000042472	ENSMUST00000221490		processed_transcript	havana	Zfp410
ENSMUSG00000042472	ENSMUST00000222431		processed_transcript	havana	Zfp410
ENSMUSG00000042472	ENSMUST00000222832	ENSMUSP00000152817	protein_coding	havana	Zfp410
ENSMUSG00000042472	ENSMUST00000221656	ENSMUSP00000152814	nonsense_mediated_decay	havana	Zfp410
ENSMUSG00000042472	ENSMUST00000222875		retained_intron	havana	Zfp410
ENSMUSG00000042472	ENSMUST00000223130		retained_intron	havana	Zfp410
ENSMUSG00000042472	ENSMUST00000222506	ENSMUSP00000152295	nonsense_mediated_decay	havana	Zfp410
ENSMUSG00000034639	ENSMUST00000138140	ENSMUSP00000145263	nonsense_mediated_decay	havana	Setmar
ENSMUSG00000055912	ENSMUST00000069695	ENSMUSP00000063977	protein_coding	ensembl_havana	Tmem150a
ENSMUSG00000031731	ENSMUST00000093157	ENSMUSP00000090844	protein_coding	ensembl_havana	Ap1g1
ENSMUSG00000031731	ENSMUST00000179104	ENSMUSP00000136724	protein_coding	ensembl	Ap1g1
ENSMUSG00000019935	ENSMUST00000020102	ENSMUSP00000020102	protein_coding	ensembl_havana	Slc17a8
ENSMUSG00000015202	ENSMUST00000015346	ENSMUSP00000015346	protein_coding	ensembl_havana	Cnksr3
ENSMUSG00000028382	ENSMUST00000030076	ENSMUSP00000030076	protein_coding	ensembl_havana	Ptbp3
ENSMUSG00000047603	ENSMUST00000205834		retained_intron	havana	Zfp235
ENSMUSG00000047603	ENSMUST00000205736		processed_transcript	havana	Zfp235
ENSMUSG00000047603	ENSMUST00000056549	ENSMUSP00000050803	protein_coding	ensembl_havana	Zfp235
ENSMUSG00000024772	ENSMUST00000025684	ENSMUSP00000025684	protein_coding	ensembl_havana	Ehd1
ENSMUSG00000011877	ENSMUST00000037285	ENSMUSP00000037210	protein_coding	ensembl_havana	Git1
ENSMUSG00000011877	ENSMUST00000127302		retained_intron	havana	Git1
ENSMUSG00000011877	ENSMUST00000128796		retained_intron	havana	Git1
ENSMUSG00000032422	ENSMUST00000165315	ENSMUSP00000130116	protein_coding	ensembl_havana	Snx14
ENSMUSG00000032422	ENSMUST00000140439		retained_intron	havana	Snx14
ENSMUSG00000032422	ENSMUST00000187610		retained_intron	havana	Snx14
ENSMUSG00000055850	ENSMUST00000206319		retained_intron	havana	Rnf181
ENSMUSG00000021025	ENSMUST00000021413	ENSMUSP00000021413	protein_coding	ensembl_havana	Nfkbia
ENSMUSG00000029415	ENSMUST00000031364	ENSMUSP00000031364	protein_coding	ensembl_havana	Sdad1
ENSMUSG00000022555	ENSMUST00000023214	ENSMUSP00000023214	protein_coding	ensembl_havana	Dgat1
ENSMUSG00000030101	ENSMUST00000032191	ENSMUSP00000032191	protein_coding	ensembl_havana	Sumf1
ENSMUSG00000038305	ENSMUST00000167085	ENSMUSP00000133054	protein_coding	ensembl_havana	Spats2l
ENSMUSG00000103088	ENSMUST00000003599	ENSMUSP00000003599	protein_coding	ensembl_havana	Pcdhgb6
ENSMUSG00000032599	ENSMUST00000193634		retained_intron	havana	Ip6k2
ENSMUSG00000032599	ENSMUST00000085018	ENSMUSP00000082091	protein_coding	ensembl_havana	Ip6k2
ENSMUSG00000066637	ENSMUST00000219470	ENSMUSP00000151803	protein_coding	havana	Ttc32
ENSMUSG00000092607	ENSMUST00000172572	ENSMUSP00000134337	protein_coding	ensembl_havana	Scnm1
ENSMUSG00000092607	ENSMUST00000196728		retained_intron	havana	Scnm1
ENSMUSG00000024507	ENSMUST00000025385	ENSMUSP00000025385	protein_coding	ensembl_havana	Hsd17b4
ENSMUSG00000035967	ENSMUST00000134138		processed_transcript	havana	Ints6l
ENSMUSG00000027615	ENSMUST00000130171		retained_intron	havana	Hps3
ENSMUSG00000020321	ENSMUST00000102874	ENSMUSP00000099938	protein_coding	ensembl_havana	Mdh1
ENSMUSG00000021990	ENSMUST00000159135		processed_transcript	havana	Spata13
ENSMUSG00000021990	ENSMUST00000022566	ENSMUSP00000022566	protein_coding	ensembl	Spata13
ENSMUSG00000025935	ENSMUST00000027068	ENSMUSP00000027068	protein_coding	ensembl_havana	Tram1
ENSMUSG00000060093	ENSMUST00000102964	ENSMUSP00000100029	protein_coding	ensembl_havana	Hist1h4a
ENSMUSG00000022960	ENSMUST00000133942	ENSMUSP00000121386	protein_coding	havana	Donson
ENSMUSG00000022960	ENSMUST00000123893		retained_intron	havana	Donson
ENSMUSG00000025898	ENSMUST00000027027	ENSMUSP00000027027	protein_coding	ensembl_havana	Cwf19l2
ENSMUSG00000025898	ENSMUST00000212644		retained_intron	havana	Cwf19l2
ENSMUSG00000025898	ENSMUST00000212128		retained_intron	havana	Cwf19l2
ENSMUSG00000025898	ENSMUST00000212101		retained_intron	havana	Cwf19l2
ENSMUSG00000008200	ENSMUST00000013759	ENSMUSP00000013759	protein_coding	ensembl_havana	Fnbp4
ENSMUSG00000042178	ENSMUST00000044660	ENSMUSP00000040568	protein_coding	ensembl_havana	Armc5
ENSMUSG00000041939	ENSMUST00000125120		retained_intron	havana	Mvk
ENSMUSG00000026667	ENSMUST00000027979	ENSMUSP00000027979	protein_coding	ensembl_havana	Uhmk1
ENSMUSG00000002395	ENSMUST00000140236		retained_intron	havana	Use1
ENSMUSG00000002395	ENSMUST00000142685		retained_intron	havana	Use1
ENSMUSG00000002395	ENSMUST00000137137		retained_intron	havana	Use1
ENSMUSG00000002395	ENSMUST00000139541	ENSMUSP00000122406	protein_coding	havana	Use1
ENSMUSG00000062944	ENSMUST00000078816	ENSMUSP00000077867	protein_coding	ensembl_havana	9130023H24Rik
ENSMUSG00000038704	ENSMUST00000035929	ENSMUSP00000039202	protein_coding	ensembl_havana	Aspdh
ENSMUSG00000038704	ENSMUST00000207591		TEC	havana	Aspdh
ENSMUSG00000026447	ENSMUST00000077730	ENSMUSP00000076911	protein_coding	ensembl_havana	Pik3c2b
ENSMUSG00000020422	ENSMUST00000020695	ENSMUSP00000020695	protein_coding	ensembl_havana	Tns3
ENSMUSG00000020422	ENSMUST00000129074		processed_transcript	havana	Tns3
ENSMUSG00000044221	ENSMUST00000078945	ENSMUSP00000077972	protein_coding	ensembl_havana	Grsf1
ENSMUSG00000061518	ENSMUST00000193210	ENSMUSP00000141554	protein_coding	ensembl_havana	Cox5b
ENSMUSG00000061518	ENSMUST00000081180	ENSMUSP00000079944	protein_coding	havana	Cox5b
ENSMUSG00000026536	ENSMUST00000009340	ENSMUSP00000009340	protein_coding	ensembl_havana	Ifi211
ENSMUSG00000031787	ENSMUST00000212968	ENSMUSP00000148781	nonsense_mediated_decay	havana	Katnb1
ENSMUSG00000039997	ENSMUST00000129829	ENSMUSP00000122424	protein_coding	havana	Ifi203
ENSMUSG00000039997	ENSMUST00000042228	ENSMUSP00000042071	protein_coding	ensembl	Ifi203
ENSMUSG00000036292	ENSMUST00000036174	ENSMUSP00000036739	protein_coding	ensembl_havana	Gramd1c
ENSMUSG00000036292	ENSMUST00000214764		retained_intron	havana	Gramd1c
ENSMUSG00000038806	ENSMUST00000038091	ENSMUSP00000037890	protein_coding	ensembl_havana	Sde2
ENSMUSG00000052446	ENSMUST00000109997	ENSMUSP00000105623	protein_coding	ensembl_havana	Zfp961
ENSMUSG00000021690	ENSMUST00000065537	ENSMUSP00000070339	protein_coding	ensembl_havana	Jmy
ENSMUSG00000003199	ENSMUST00000149441	ENSMUSP00000119745	protein_coding	ensembl_havana	Mpnd
ENSMUSG00000003199	ENSMUST00000124302		retained_intron	havana	Mpnd
ENSMUSG00000040359	ENSMUST00000102994	ENSMUSP00000100059	protein_coding	ensembl_havana	Ufl1
ENSMUSG00000039740	ENSMUST00000044148	ENSMUSP00000043580	protein_coding	ensembl_havana	Alg2
ENSMUSG00000013646	ENSMUST00000154278		processed_transcript	havana	Sh3bp5l
ENSMUSG00000013646	ENSMUST00000116376	ENSMUSP00000112077	protein_coding	ensembl	Sh3bp5l
ENSMUSG00000033124	ENSMUST00000189702	ENSMUSP00000139641	protein_coding	havana	Atg9a
ENSMUSG00000033124	ENSMUST00000189820	ENSMUSP00000139608	protein_coding	havana	Atg9a
ENSMUSG00000028514	ENSMUST00000165709	ENSMUSP00000133095	protein_coding	ensembl	Usp24
ENSMUSG00000027668	ENSMUST00000091257	ENSMUSP00000088801	protein_coding	ensembl_havana	Mfn1
ENSMUSG00000069265	ENSMUST00000091701	ENSMUSP00000089293	protein_coding	ensembl_havana	Hist1h3a
ENSMUSG00000014329	ENSMUST00000143791	ENSMUSP00000123201	protein_coding	ensembl_havana	Bicc1
ENSMUSG00000028329	ENSMUST00000058232	ENSMUSP00000050453	protein_coding	havana	Xpa
ENSMUSG00000052331	ENSMUST00000189563		retained_intron	havana	Ankrd44
ENSMUSG00000052331	ENSMUST00000044359	ENSMUSP00000040327	protein_coding	ensembl	Ankrd44
ENSMUSG00000028238	ENSMUST00000029900	ENSMUSP00000029900	protein_coding	ensembl_havana	Atp6v0d2
ENSMUSG00000037486	ENSMUST00000092003	ENSMUSP00000089629	protein_coding	havana	Asxl2
ENSMUSG00000037486	ENSMUST00000140046		retained_intron	havana	Asxl2
ENSMUSG00000037486	ENSMUST00000219208		retained_intron	havana	Asxl2
ENSMUSG00000073702	ENSMUST00000086535	ENSMUSP00000083722	protein_coding	ensembl_havana	Rpl31
ENSMUSG00000073702	ENSMUST00000194746	ENSMUSP00000141808	protein_coding	havana	Rpl31
ENSMUSG00000073702	ENSMUST00000179954	ENSMUSP00000137631	protein_coding	ensembl_havana	Rpl31
ENSMUSG00000029188	ENSMUST00000094787	ENSMUSP00000092380	protein_coding	ensembl_havana	Slc34a2
ENSMUSG00000022961	ENSMUST00000117633	ENSMUSP00000112453	protein_coding	havana	Son
ENSMUSG00000022961	ENSMUST00000114036	ENSMUSP00000109670	protein_coding	ensembl_havana	Son
ENSMUSG00000055024	ENSMUST00000185375		processed_transcript	havana	Ep300
ENSMUSG00000055024	ENSMUST00000068387	ENSMUSP00000066789	protein_coding	ensembl_havana	Ep300
ENSMUSG00000055024	ENSMUST00000206833	ENSMUSP00000146251	protein_coding	havana	Ep300
ENSMUSG00000027761	ENSMUST00000029325	ENSMUSP00000029325	protein_coding	ensembl_havana	Aadac
ENSMUSG00000027761	ENSMUST00000151605		retained_intron	havana	Aadac
ENSMUSG00000029765	ENSMUST00000115096	ENSMUSP00000110748	protein_coding	ensembl_havana	Plxna4
ENSMUSG00000090272	ENSMUST00000188804	ENSMUSP00000140610	protein_coding	havana	Mndal
ENSMUSG00000090272	ENSMUST00000189474		retained_intron	havana	Mndal
ENSMUSG00000033715	ENSMUST00000118717	ENSMUSP00000112664	protein_coding	havana	Akr1c14
ENSMUSG00000006930	ENSMUST00000138603	ENSMUSP00000133356	protein_coding	havana	Hap1
ENSMUSG00000069539	ENSMUST00000174252	ENSMUSP00000133992	protein_coding	ensembl_havana	Scyl2
ENSMUSG00000042613	ENSMUST00000038942	ENSMUSP00000040429	protein_coding	ensembl_havana	Pbxip1
ENSMUSG00000049539	ENSMUST00000055770	ENSMUSP00000062030	protein_coding	ensembl_havana	Hist1h1a
ENSMUSG00000028330	ENSMUST00000030014	ENSMUSP00000030014	protein_coding	ensembl_havana	Ncbp1
ENSMUSG00000036216	ENSMUST00000036045	ENSMUSP00000044166	protein_coding	ensembl_havana	Leap2
ENSMUSG00000031166	ENSMUST00000133292	ENSMUSP00000138392	nonsense_mediated_decay	havana	Wdr13
ENSMUSG00000031166	ENSMUST00000130832	ENSMUSP00000138468	protein_coding	havana	Wdr13
ENSMUSG00000020152	ENSMUST00000000137	ENSMUSP00000000137	protein_coding	ensembl_havana	Actr2
ENSMUSG00000019831	ENSMUST00000105509	ENSMUSP00000101148	protein_coding	havana	Wasf1
ENSMUSG00000063129	ENSMUST00000080123	ENSMUSP00000079022	protein_coding	ensembl_havana	Aldoart2
ENSMUSG00000032366	ENSMUST00000113690	ENSMUSP00000109320	protein_coding	ensembl_havana	Tpm1
ENSMUSG00000020668	ENSMUST00000020999	ENSMUSP00000020999	protein_coding	ensembl_havana	Kif3c
ENSMUSG00000032051	ENSMUST00000034552	ENSMUSP00000034552	protein_coding	ensembl_havana	Fdx1
ENSMUSG00000032051	ENSMUST00000214013	ENSMUSP00000150434	protein_coding	havana	Fdx1
ENSMUSG00000073988	ENSMUST00000117632	ENSMUSP00000113026	protein_coding	havana	Ttpa
ENSMUSG00000045287	ENSMUST00000102514	ENSMUSP00000099572	protein_coding	ensembl_havana	Rtn4rl1
ENSMUSG00000003134	ENSMUST00000054462	ENSMUSP00000049967	protein_coding	ensembl_havana	Tbc1d8
ENSMUSG00000030729	ENSMUST00000084935	ENSMUSP00000081998	protein_coding	ensembl_havana	Pgm2l1
ENSMUSG00000036955	ENSMUST00000065887	ENSMUSP00000065160	protein_coding	ensembl_havana	Kif1bp
ENSMUSG00000032334	ENSMUST00000061799	ENSMUSP00000057406	protein_coding	ensembl_havana	Loxl1
ENSMUSG00000043556	ENSMUST00000059204	ENSMUSP00000061305	protein_coding	ensembl_havana	Fbxl7
ENSMUSG00000037262	ENSMUST00000142599		processed_transcript	havana	Kin
ENSMUSG00000028832	ENSMUST00000030636	ENSMUSP00000030636	protein_coding	ensembl_havana	Stmn1
ENSMUSG00000027306	ENSMUST00000068225	ENSMUSP00000068713	protein_coding	ensembl_havana	Nusap1
ENSMUSG00000027306	ENSMUST00000028771	ENSMUSP00000028771	protein_coding	ensembl_havana	Nusap1
ENSMUSG00000023046	ENSMUST00000023807	ENSMUSP00000023807	protein_coding	ensembl_havana	Igfbp6
ENSMUSG00000019861	ENSMUST00000220099		retained_intron	havana	Gopc
ENSMUSG00000019861	ENSMUST00000105475	ENSMUSP00000101115	protein_coding	ensembl	Gopc
ENSMUSG00000026199	ENSMUST00000151887		retained_intron	havana	Ankzf1
ENSMUSG00000026199	ENSMUST00000131788		retained_intron	havana	Ankzf1
ENSMUSG00000041736	ENSMUST00000047419	ENSMUSP00000037039	protein_coding	ensembl_havana	Tspo
ENSMUSG00000021823	ENSMUST00000022369	ENSMUSP00000022369	protein_coding	ensembl_havana	Vcl
ENSMUSG00000002068	ENSMUST00000108023	ENSMUSP00000103658	protein_coding	ensembl_havana	Ccne1
ENSMUSG00000022519	ENSMUST00000023161	ENSMUSP00000023161	protein_coding	ensembl_havana	Srl
ENSMUSG00000031662	ENSMUST00000034087	ENSMUSP00000034087	protein_coding	ensembl_havana	Snx20
ENSMUSG00000040260	ENSMUST00000224954		retained_intron	havana	Daam2
ENSMUSG00000032178	ENSMUST00000067646	ENSMUSP00000065770	protein_coding	ensembl_havana	Ilf3
ENSMUSG00000032178	ENSMUST00000214217		retained_intron	havana	Ilf3
ENSMUSG00000044894	ENSMUST00000061326	ENSMUSP00000053145	protein_coding	ensembl_havana	Uqcrq
ENSMUSG00000087598	ENSMUST00000086006	ENSMUSP00000083169	protein_coding	havana	Zfp111
ENSMUSG00000066149	ENSMUST00000134727	ENSMUSP00000120496	nonsense_mediated_decay	havana	Cdc26
ENSMUSG00000075486	ENSMUST00000227868		retained_intron	havana	Commd6
ENSMUSG00000035495	ENSMUST00000107772	ENSMUSP00000103401	protein_coding	ensembl_havana	Tstd2
ENSMUSG00000024429	ENSMUST00000087200	ENSMUSP00000084450	protein_coding	ensembl_havana	Gnl1
ENSMUSG00000026627	ENSMUST00000027940	ENSMUSP00000027940	protein_coding	ensembl_havana	Tmem206
ENSMUSG00000026753	ENSMUST00000028087	ENSMUSP00000028087	protein_coding	ensembl_havana	Ppp6c
ENSMUSG00000026753	ENSMUST00000204368	ENSMUSP00000145393	protein_coding	havana	Ppp6c
ENSMUSG00000027762	ENSMUST00000029326	ENSMUSP00000029326	protein_coding	ensembl_havana	Sucnr1
ENSMUSG00000058240	ENSMUST00000073466	ENSMUSP00000073171	protein_coding	ensembl_havana	Cryzl1
ENSMUSG00000020973	ENSMUST00000021356	ENSMUSP00000021356	protein_coding	ensembl_havana	Dnaaf2
ENSMUSG00000021824	ENSMUST00000154460	ENSMUSP00000117346	protein_coding	ensembl_havana	Ap3m1
